Date,Crop,State,Season,Price,Arrivals,Production,Rainfall,Temperature,Demand,DemandPredicted
2019-05-31,14,5,0,3462,4930,3382134,17,10,864145.9700648534,674704.1359906285
2019-06-30,14,5,0,7748,3226,1469210,17,10,28282.869108206272,31579.124284169004
2019-07-31,14,5,0,7047,899,545154,17,10,57790.1949415938,113891.6717106833
2019-08-31,14,5,0,4804,2006,1608108,17,10,497785.1184206982,463397.5564981676
2019-09-30,14,5,0,4974,1785,1220524,17,10,368972.48176508,392152.6381789368
2019-10-31,14,5,0,6253,333,844452,17,10,176613.39997132355,291603.0159750061
2019-11-30,14,5,0,5570,3665,592957,17,10,106227.02510949851,55365.672923696744
2019-12-31,14,5,0,7832,2896,1154225,17,10,15270.978431395872,-25355.08087838508
2020-01-31,14,5,0,5497,467,1104714,17,10,326579.6900870852,425924.7611425576
2020-02-29,14,5,0,4262,1766,1478498,17,10,554004.7602270428,526145.3466483094
2020-03-31,14,5,0,7800,4204,525261,17,10,6574.161271141586,-258675.3087486583
2020-04-30,14,5,0,2888,4720,3999989,17,10,1211352.6268646205,878576.4863746895
2020-05-31,14,5,0,2141,6028,2547803,17,10,612917.6393514847,551104.5789767668
2020-06-30,14,5,0,3383,555,1389915,17,10,751744.4090710072,700848.9096615824
2020-07-31,14,5,0,3956,2523,831800,17,10,301881.8017872114,362622.3123971699
2020-08-31,14,5,0,5304,401,1907178,17,10,612200.6043458772,597010.227081849
2020-09-30,14,5,0,4072,3200,563121,17,10,177676.94294314843,245001.88511615546
2020-10-31,14,5,0,4697,670,1341928,17,10,511610.94665486366,525955.3280731312
2020-11-30,14,5,0,5652,4866,1806286,17,10,241964.71350928827,181509.511183549
2020-12-31,14,5,0,3140,2291,1666723,17,10,753453.1906941603,637148.3117177872
2021-01-31,14,5,0,4184,4617,1079699,17,10,249782.97902015064,221766.25843791672
2021-02-28,14,5,0,6165,2514,675081,17,10,110928.98907185538,101409.1424333968
2021-03-31,14,5,0,5707,2754,1947083,17,10,385463.3382677173,380317.7156283838
2021-04-30,14,5,0,1711,7030,3045798,17,10,519516.1312474057,639730.6263937941
2021-05-31,14,5,0,2281,4609,2894695,17,10,1006528.5375865612,743282.0047358344
2021-06-30,14,5,0,7154,163,1628025,17,10,166890.90665734644,368737.14047569653
2021-07-31,14,5,0,6977,1865,663894,17,10,66572.93933265416,58879.4034868967
2021-08-31,14,5,0,3969,4645,844157,17,10,205004.83859102495,203881.5999194108
2021-09-30,14,5,0,3239,1919,1288548,17,10,602339.6386360362,576596.5524493248
2021-10-31,14,5,0,7819,2594,1030386,17,10,15501.778521022468,-7232.274808473387
2021-11-30,14,5,0,7384,4055,781392,17,10,32400.962810068784,-124643.43762610707
2021-12-31,14,5,0,5580,3854,1710232,17,10,294265.5032777477,264512.77717827813
2022-01-31,14,5,0,5054,1635,1894346,17,10,569096.6841789581,523622.60299266333
2022-02-28,14,5,0,4103,155,846511,17,10,404597.4122342886,553113.6830726129
2022-03-31,14,5,0,7961,4653,1428179,17,10,2325.7706968906364,-125299.4321372566
2022-04-30,14,5,0,2120,4477,3890242,17,10,1432868.0086076322,970451.0816930748
2022-05-31,14,5,0,2785,6987,3524105,17,10,509244.0599238315,601613.1002747379
2022-06-30,14,5,0,6829,4686,818898,17,10,56807.81785115024,-127719.2182629161
2022-07-31,14,5,0,5720,3155,1025849,17,10,188921.69274024636,163119.19468316768
2022-08-31,14,5,0,4409,3007,1256246,17,10,374360.6232358896,368395.0675402168
2022-09-30,14,5,0,7477,2068,540974,17,10,26636.193312326224,-32131.577458426684
2022-10-31,14,5,0,5948,2188,1165112,17,10,225043.0190290448,246180.136446432
2022-11-30,14,5,0,5930,1714,1915679,17,10,399335.297776685,436264.0127745951
2022-12-31,14,5,0,7669,3846,797438,17,10,18205.09068572787,-146291.19750175963
2023-01-31,14,5,0,7276,1325,971034,17,10,73779.69582773761,137201.4354730815
2023-02-28,14,5,0,5338,2351,1814698,17,10,444392.4854259895,423579.7169022212
2023-03-31,14,5,0,6504,4410,1370195,17,10,129530.311410149,43783.28986165483
2023-04-30,14,5,0,1331,6183,3116492,17,10,808752.6424705551,739732.3872921875
2023-05-31,14,5,0,1827,7622,2641824,17,10,307941.9885765836,469463.4471191153
2023-06-30,14,5,0,6024,228,524102,17,10,125588.23487386107,271240.1342043366
2023-07-31,14,5,0,3301,2891,1375434,17,10,547196.5180466992,515894.4822237082
2023-08-31,14,5,0,5695,1735,1380148,17,10,319626.0215138388,351096.28287408844
2023-09-30,14,5,0,4283,955,1136565,17,10,471093.7934884285,520857.31117111276
2023-10-31,14,5,0,5147,464,1366784,17,10,460988.1316595675,510634.9004445193
2023-11-30,14,5,0,5551,1551,1271723,17,10,320962.2252739283,363592.8510168614
2023-12-31,14,5,0,7923,4397,1581095,17,10,6565.3877275708255,-59652.67865080701
2015-01-31,14,6,0,5972,835,888688,17,10,203428.39887897336,286126.82387315197
2015-02-28,14,6,0,6845,4163,1495699,17,10,114791.80482651811,49912.48960958354
2015-03-31,14,6,0,4300,452,863934,17,10,378792.79834084574,507914.2414014883
2015-04-30,14,6,0,3178,6149,2162363,17,10,410387.4637117164,362430.78622712096
2015-05-31,14,6,0,3435,5119,2295620,17,10,562495.3375547227,437896.17968389654
2015-06-30,14,6,0,4793,1585,507653,17,10,167205.76146252456,288476.2063025979
2015-07-31,14,6,0,7391,864,1271741,17,10,85900.462152676,215907.92639561757
2015-08-31,14,6,0,6911,3801,618283,17,10,48072.75669878022,-94944.47136138778
2015-09-30,14,6,0,5707,4933,633717,17,10,81541.83745188448,-47766.1229108037
2015-10-31,14,6,0,5636,2444,1518150,17,10,325335.5825586023,324678.59575330926
2015-11-30,14,6,0,7734,317,1273670,17,10,39069.94391743536,220865.04181469342
2015-12-31,14,6,0,3890,2561,1819051,17,10,667037.9060232512,549685.0646947682
2016-01-31,14,6,0,4839,4835,764849,17,10,139156.04685767932,72829.91410787545
2016-02-29,14,6,0,6338,4914,1528600,17,10,142946.1035020623,52915.60347351111
2016-03-31,14,6,0,3257,3963,1560259,17,10,516227.5099120448,466096.5411913705
2016-04-30,14,6,0,2369,7428,2338122,17,10,284100.48194602283,372520.20011076756
2016-05-31,14,6,0,2292,4937,3349419,17,10,1075151.689308771,783487.423159364
2016-06-30,14,6,0,7331,2912,1955702,17,10,108686.60338678744,193159.2654982071
2016-07-31,14,6,0,6813,166,1069067,17,10,154347.8317267777,295025.9945979918
2016-08-31,14,6,0,7138,4659,822790,17,10,42123.6164303254,-143620.6191504192
2016-09-30,14,6,0,3924,1027,602005,17,10,271246.49889189505,435163.1170277392
2016-10-31,14,6,0,6930,4580,1080892,17,10,70138.40806125102,-69683.02826179974
2016-11-30,14,6,0,3963,1673,1049372,17,10,430238.2285394904,460477.7332677452
2016-12-31,14,6,0,4249,4822,1571689,17,10,340593.28044086124,293292.2156843182
2017-01-31,14,6,0,5982,2481,1335064,17,10,242631.22631424587,246837.4990564004
2017-02-28,14,6,0,3945,4194,1194913,17,10,322296.76155165763,305667.7960968094
2017-03-31,14,6,0,5833,545,1243695,17,10,315158.2873621324,412352.7785162721
2017-04-30,14,6,0,3302,6113,2814031,17,10,526915.9195463761,491065.0261541013
2017-05-31,14,6,0,2651,5841,2627572,17,10,613534.1479118108,535023.9308851644
2017-06-30,14,6,0,7821,1360,1223743,17,10,21708.940960987657,117466.65948695679
2017-07-31,14,6,0,3471,386,1360253,17,10,736119.9144885193,703952.0096615878
2017-08-31,14,6,0,4600,3067,1189931,17,10,332302.4767122842,332527.97158493503
2017-09-30,14,6,0,4560,881,1776673,17,10,687638.3037959323,616080.3264343006
2017-10-31,14,6,0,4813,267,850787,17,10,328107.6935065144,448476.60857683496
2017-11-30,14,6,0,6590,3007,1950370,17,10,227027.23029750108,250676.24388682778
2017-12-31,14,6,0,4438,1900,1509786,17,10,528992.6423171342,489694.5525885684
2018-01-31,14,6,0,6769,4003,1907458,17,10,161314.36154610573,151163.8432430502
2018-02-28,14,6,0,4365,2335,720278,17,10,241730.8504930243,317978.7915251728
2018-03-31,14,6,0,3342,3354,557588,17,10,203165.10787731883,316620.84525256534
2018-04-30,14,6,0,2981,5358,3168814,17,10,801007.9686639046,645848.0147884125
2018-05-31,14,6,0,2548,7263,3892237,17,10,506581.6243643782,680292.8572718787
2018-06-30,14,6,0,6853,2095,500437,17,10,54515.51351947175,17792.32857298454
2018-07-31,14,6,0,3238,1868,1938177,17,10,912749.6941097412,721651.1093339401
2018-08-31,14,6,0,7597,4732,781892,17,10,18102.550190192294,-200707.80673912753
2018-09-30,14,6,0,4319,224,1174237,17,10,525888.404754852,563081.7327294737
2018-10-31,14,6,0,7932,2724,981986,17,10,4795.728731754517,-45095.7512198633
2018-11-30,14,6,0,7168,293,1201336,17,10,119297.71936443476,269717.32309348736
2018-12-31,14,6,0,5319,3763,1624186,17,10,315250.5779459924,275248.4291678986
2019-01-31,14,6,0,4530,4666,1037767,17,10,215793.4586409908,181958.1240164553
2019-02-28,14,6,0,3300,1226,1800960,17,10,912631.440498536,731958.1060801086
2019-03-31,14,6,0,4013,346,1438690,17,10,688335.3459127047,667801.5661050286
2019-04-30,14,6,0,2562,7725,3115890,17,10,295592.5033775186,496561.8172918705
2019-05-31,14,6,0,2893,6152,3735846,17,10,750227.4222530756,708658.2351587238
2019-06-30,14,6,0,3883,3072,592581,17,10,200337.3049402453,294634.72789816436
2019-07-31,14,6,0,5637,3388,1029165,17,10,188608.43082427685,161871.22693546553
2019-08-31,14,6,0,6432,2596,1826108,17,10,252868.57921340183,286629.13949529955
2019-09-30,14,6,0,6788,4105,1022429,17,10,83374.62669112257,-21220.422127756872
2019-10-31,14,6,0,7799,545,1217251,17,10,27052.63127074514,181356.98860260344
2019-11-30,14,6,0,5962,3144,1807380,17,10,297895.36487323703,290174.2175275783
2019-12-31,14,6,0,6189,3044,1815837,17,10,270310.37811875687,271842.0785125017
2020-01-31,14,6,0,5182,1338,625213,17,10,186895.92758106423,295105.17791487084
2020-02-29,14,6,0,7872,830,1547961,17,10,20401.22727141168,215212.39026250478
2020-03-31,14,6,0,5320,2341,727862,17,10,179724.00669452784,217234.12516463987
2020-04-30,14,6,0,1926,4515,2665731,17,10,1005750.8601331668,735254.451697922
2020-05-31,14,6,0,3429,6255,3525441,17,10,610413.4840438071,584987.6311026564
2020-06-30,14,6,0,7628,1270,657922,17,10,25457.099939919928,30756.454678699854
2020-07-31,14,6,0,4609,2107,1054268,17,10,341315.7580616386,368898.5030152534
2020-08-31,14,6,0,4220,108,725416,17,10,338068.3982043897,508727.52602430043
2020-09-30,14,6,0,4690,358,602201,17,10,238717.2160353516,410375.0061220166
2020-10-31,14,6,0,5378,2469,917554,17,10,217363.74147756887,234861.83475378162
2020-11-30,14,6,0,7131,258,1371834,17,10,142949.5007783141,303216.25052695104
2020-12-31,14,6,0,6850,4120,631737,17,10,48703.41867704663,-104900.64069232829
2021-01-31,14,6,0,7758,590,1490610,17,10,40099.229988484265,237126.43972356562
2021-02-28,14,6,0,4149,2003,943168,17,10,352166.1534671983,418084.25679013034
2021-03-31,14,6,0,5376,1482,1998951,17,10,545753.8450169407,533187.9081445787
2021-04-30,14,6,0,2509,6557,2012756,17,10,372392.1705077943,378232.2932142513
2021-05-31,14,6,0,2026,7222,3895820,17,10,568979.4593031098,758141.2686429796
2021-06-30,14,6,0,4778,2470,1301586,17,10,379163.16937735374,378789.6025602976
2021-07-31,14,6,0,7412,2298,1370485,17,10,73531.29488419062,115809.5983196681
2021-08-31,14,6,0,7933,2205,1776847,17,10,9229.791434980672,152397.62367784514
2021-09-30,14,6,0,5345,3663,665630,17,10,130391.41402882808,100118.85422484904
2021-10-31,14,6,0,3231,1382,1262540,17,10,636142.4782744336,609597.4462772476
2021-11-30,14,6,0,5841,3859,1605304,17,10,246032.94521021983,203209.20640612388
2021-12-31,14,6,0,5186,4350,1171580,17,10,211865.98340042643,165504.11008966615
2022-01-31,14,6,0,6491,1259,1852825,17,10,298543.4002574193,390742.562604164
2022-02-28,14,6,0,5781,1613,1405508,17,10,318567.40792634554,360871.3427984977
2022-03-31,14,6,0,5372,3529,1894184,17,10,376522.01830979006,353626.4155889331
2022-04-30,14,6,0,1971,5777,2626203,17,10,705445.7224608213,624926.7839794108
2022-05-31,14,6,0,3231,5691,2035331,17,10,443847.7063001786,359566.528996936
2022-06-30,14,6,0,3635,107,1263351,17,10,680249.4526316705,696747.9314317405
2022-07-31,14,6,0,5655,986,1073203,17,10,279023.25581320806,358877.2416452717
2022-08-31,14,6,0,3214,3673,1661441,17,10,586770.8845008798,528127.3215666704
2022-09-30,14,6,0,7934,2999,503324,17,10,2266.0868750502914,-166376.65032505637
2022-10-31,14,6,0,6786,1875,661565,17,10,78761.48819955625,78961.99690016964
2022-11-30,14,6,0,5264,4402,1870940,17,10,325223.44664005697,281858.0808821139
2022-12-31,14,6,0,5723,2525,1398390,17,10,285009.57418001373,295911.0888743498
2023-01-31,14,6,0,5871,2332,1362179,17,10,267248.13905512745,287938.9747193082
2023-02-28,14,6,0,3766,2370,1044410,17,10,406311.3690356785,443031.2027270023
2023-03-31,14,6,0,7071,1525,1101814,17,10,105002.82480257862,162793.70940907559
2023-04-30,14,6,0,1951,4771,2792843,17,10,989184.7257985764,722690.0198714829
2023-05-31,14,6,0,1319,6489,3027343,17,10,700899.3647341208,692564.9261125614
2023-06-30,14,6,0,5198,2821,602800,17,10,144394.65044543092,168308.37056703155
2023-07-31,14,6,0,3809,4599,980616,17,10,250253.07864235376,246445.10885785648
2023-08-31,14,6,0,7092,3871,1668879,17,10,106492.180679305,84784.09483423251
2023-09-30,14,6,0,5418,4546,1095311,17,10,173981.18162194287,102711.86221542071
2023-10-31,14,6,0,4815,3810,1167444,17,10,266960.27067982533,240893.50628748073
2023-11-30,14,6,0,7894,2414,1676070,17,10,14420.778591040576,120701.4775363642
2023-12-31,14,6,0,6603,682,502485,17,10,80505.94229027303,169585.06694208353
2015-01-31,15,0,0,4886,357,844919,12,6,315600.6918265785,428782.69486623193
2015-02-28,15,0,0,7528,1044,804212,8,8,41671.547593399766,88851.49784691249
2015-03-31,15,0,0,4741,3382,1024553,42,26,259764.4489644348,244711.64028556916
2015-04-30,15,0,0,1643,8783,2904248,34,32,46594.05848076561,463076.7448796716
2015-05-31,15,0,0,2943,5149,2895611,34,25,778827.0981904637,608584.1299092863
2015-06-30,15,0,0,5295,2579,1695403,165,26,408028.2659936845,384337.01726019994
2015-07-31,15,0,0,4162,4242,1671084,221,26,422144.0653347416,371169.71671672375
2015-08-31,15,0,0,5362,2345,685082,263,28,166681.19816922082,197597.80244045734
2015-09-30,15,0,0,7781,3207,1312762,12,27,22772.307187484443,-7114.4823245114085
2015-10-31,15,0,0,3972,3018,628788,21,39,209925.93228986976,281429.4447426617
2015-11-30,15,0,0,5029,4694,1041404,23,31,184111.98874723047,118510.21165145715
2015-12-31,15,0,0,7817,3682,1058748,21,7,14042.180817806686,-93214.72686020899
2016-01-31,15,0,0,3718,553,1043986,15,14,524150.0726571272,576864.2886555315
2016-02-29,15,0,0,6642,3047,1596604,13,9,178570.26108044645,178845.87230227215
2016-03-31,15,0,0,3811,1935,1864944,5,30,765472.545566033,622832.025878608
2016-04-30,15,0,0,2916,6093,3843426,26,37,782117.4349032996,711037.0910281744
2016-05-31,15,0,0,2816,5058,2537296,8,34,716288.5718168409,548866.7547131352
2016-06-30,15,0,0,6866,2892,1236318,217,29,118439.24117929766,97510.11321214026
2016-07-31,15,0,0,6429,4994,1453395,228,28,126209.27821159172,18865.181840869725
2016-08-31,15,0,0,7690,178,586703,207,33,22075.92649935044,99612.65534993343
2016-09-30,15,0,0,7909,4480,1640989,15,28,9032.854236447554,-53568.27273917471
2016-10-31,15,0,0,6695,482,1649017,34,34,254041.9521525726,374764.9825639225
2016-11-30,15,0,0,6596,4766,1209897,44,34,99265.88652145155,-35508.44197897392
2016-12-31,15,0,0,6316,524,1027355,22,9,203330.1378607116,304842.973292708
2017-01-31,15,0,0,3562,3324,1485389,3,5,518303.3163959243,469187.9777479648
2017-02-28,15,0,0,7063,4532,1059339,7,9,61171.99514342644,-96667.2651741285
2017-03-31,15,0,0,3769,2521,1551833,45,33,589710.8917005747,538541.4822822353
2017-04-30,15,0,0,3330,4160,3153919,14,31,986421.1856985972,720891.5559501695
2017-05-31,15,0,0,2260,8679,2777225,32,27,63344.9258404548,366894.66313642083
2017-06-30,15,0,0,6369,2288,1078805,297,30,163562.87485875032,169275.32800090412
2017-07-31,15,0,0,4869,1017,850038,196,32,294767.3345516617,393534.201391459
2017-08-31,15,0,0,6640,317,648822,175,30,106204.2582503747,222064.01028668153
2017-09-30,15,0,0,3858,1023,980696,40,27,449651.5372217058,523257.67160999135
2017-10-31,15,0,0,3883,2184,670127,32,30,260748.70112269343,359110.9723113433
2017-11-30,15,0,0,3668,1051,1385573,13,33,662108.5857333299,591719.8571543136
2017-12-31,15,0,0,3945,1475,614105,8,11,259960.25648646572,402620.4641264518
2018-01-31,15,0,0,7899,2954,941044,4,10,7731.816420224999,-76454.25745853705
2018-02-28,15,0,0,6036,2021,1950124,27,8,370388.9675056638,400487.8788850763
2018-03-31,15,0,0,6187,4294,1747827,18,30,206093.81355608752,155160.8458368867
2018-04-30,15,0,0,2899,8953,3682885,21,28,2881.056202496184,456407.0674589878
2018-05-31,15,0,0,2062,8462,2593728,42,33,107800.28944589158,367951.48122152063
2018-06-30,15,0,0,3637,1559,1634449,265,27,736129.0928682147,649321.7072721823
2018-07-31,15,0,0,4651,425,1759822,281,28,701411.2849501183,643928.1400114152
2018-08-31,15,0,0,6329,1137,623063,189,31,113473.48629882792,182313.60282561104
2018-09-30,15,0,0,6950,1472,1807674,2,25,197804.24976936635,308762.98346390034
2018-10-31,15,0,0,4763,3190,1372409,24,39,357496.1825605954,317795.30272457306
2018-11-30,15,0,0,6410,1236,617231,16,33,105599.73451690974,160865.20865415683
2018-12-31,15,0,0,5915,3254,1222653,14,11,202764.1200967431,173079.112384735
2019-01-31,15,0,0,5091,3636,625815,10,8,135168.9221409836,122194.14512353821
2019-02-28,15,0,0,4637,3264,1494312,18,10,399233.03769033874,361359.6377795841
2019-03-31,15,0,0,3587,2477,1089233,17,27,434684.6797958371,466973.57091172505
2019-04-30,15,0,0,1559,6906,2551215,42,39,471535.56950573326,557324.0245585772
2019-05-31,15,0,0,3157,4091,3043866,24,35,1001470.956103184,704797.6042974287
2019-06-30,15,0,0,3607,3811,1496710,156,31,472316.7844805367,437964.6095514521
2019-07-31,15,0,0,7104,2797,1183277,262,30,90903.97754980015,76097.94624870626
2019-08-31,15,0,0,4345,554,541906,209,31,232178.3819858373,418229.885285341
2019-09-30,15,0,0,5466,3910,1130924,5,32,201804.9708005741,150915.98656051137
2019-10-31,15,0,0,3424,2170,741577,33,26,321406.05316621694,425791.78033547325
2019-11-30,15,0,0,3757,4725,601456,40,36,150800.98940717228,163035.7576719402
2019-12-31,15,0,0,5720,261,1947939,18,14,538490.9675718002,570016.4697508431
2020-01-31,15,0,0,7216,207,1125669,22,14,107396.00979847868,259259.22069043704
2020-02-29,15,0,0,4651,4589,1080240,13,14,220594.81726664904,168269.3067196481
2020-03-31,15,0,0,6602,2339,1839808,9,32,237193.97284021677,293051.4312530304
2020-04-30,15,0,0,1976,5125,2185882,25,33,704830.2083740741,577611.8367589331
2020-05-31,15,0,0,2365,8839,3838547,13,30,37697.32882316363,548981.8589109156
2020-06-30,15,0,0,6940,4658,638296,299,34,40526.788671811744,-178096.88742918655
2020-07-31,15,0,0,5150,4642,986605,247,32,169350.54471941374,88037.26682907727
2020-08-31,15,0,0,6121,2392,936127,256,27,161003.8333783915,159134.534634445
2020-09-30,15,0,0,5245,4065,1014012,19,35,190708.48657403156,133675.03961613838
2020-10-31,15,0,0,3058,3796,1801078,14,39,641305.7127940158,537163.2294406866
2020-11-30,15,0,0,7849,4705,1328989,31,31,11685.890106324488,-134603.22875927808
2020-12-31,15,0,0,3202,1940,546503,19,12,256765.53016060183,440127.8256990683
2021-01-31,15,0,0,3044,2750,1178760,8,14,506099.633858681,511550.54929457814
2021-02-28,15,0,0,5278,1949,1668112,2,6,443846.8537136053,439741.12609560316
2021-03-31,15,0,0,3659,189,908109,27,39,482220.54416867165,606741.5173533218
2021-04-30,15,0,0,1941,6707,3841237,4,29,732418.9716071014,798725.2795403574
2021-05-31,15,0,0,1669,7776,3934061,47,29,412567.5412737607,755193.9257186431
2021-06-30,15,0,0,4363,4634,1640168,196,31,360024.62766687886,309131.4981982428
2021-07-31,15,0,0,3886,1730,1286701,187,32,533795.2142692455,527074.310398152
2021-08-31,15,0,0,6570,4563,1907126,231,31,167080.50712013993,132285.90895435514
2021-09-30,15,0,0,7147,1000,735176,15,34,69424.4669952928,125656.64324732427
2021-10-31,15,0,0,3387,1809,1851806,30,27,852073.593825094,666845.7448000927
2021-11-30,15,0,0,4304,1223,1677879,43,34,669126.2531811628,571767.0906609056
2021-12-31,15,0,0,6929,4604,1231692,19,8,80007.54025731537,-29123.296754708
2022-01-31,15,0,0,7677,1073,508031,0,9,17895.477519821816,14221.224281541381
2022-02-28,15,0,0,3089,2877,1311221,8,11,546455.5083060768,533341.7488783239
2022-03-31,15,0,0,7727,1199,997853,29,27,29183.8676890882,96661.28973428633
2022-04-30,15,0,0,1478,5465,3783725,13,31,1203969.6635349286,934566.8981124512
2022-05-31,15,0,0,1970,5157,3949882,49,39,1264268.292166038,924328.3966085131
2022-06-30,15,0,0,4153,1159,889515,187,25,372289.35508195095,472724.04512694076
2022-07-31,15,0,0,7180,3558,1563842,269,29,96352.286852717,70651.8071735591
2022-08-31,15,0,0,4188,904,1710905,293,27,732728.3009561762,652727.4675261582
2022-09-30,15,0,0,5310,4339,1360801,42,37,235909.30946738616,180746.48808738543
2022-10-31,15,0,0,6010,2971,1500215,9,32,249210.71109448568,237346.27504442804
2022-11-30,15,0,0,4666,2492,1177108,32,28,353997.7557550168,361512.79086887755
2022-12-31,15,0,0,6231,1632,1134774,26,11,204971.55143419743,257811.9919816972
2023-01-31,15,0,0,7278,3161,1236806,28,6,71987.00421490615,38753.40240242189
2023-02-28,15,0,0,5905,1197,1366070,28,7,309641.3807939022,364632.7471660674
2023-03-31,15,0,0,4239,246,1592219,22,30,727691.8293746031,669237.2898390009
2023-04-30,15,0,0,2376,8514,2684855,41,34,94736.64292658935,346946.92584224587
2023-05-31,15,0,0,2299,7843,3710916,42,30,330658.9158173272,605747.8622942652
2023-06-30,15,0,0,3296,1819,1033926,291,25,484454.50302271993,536893.025034106
2023-07-31,15,0,0,7102,1517,1940211,232,29,180394.96332648327,318887.5755620246
2023-08-31,15,0,0,4332,3073,574786,161,26,173117.20803698865,230731.25818976478
2023-09-30,15,0,0,3552,1700,1408509,38,35,634422.0709874637,588564.695636149
2023-10-31,15,0,0,7191,157,865872,43,25,85740.8511043047,212920.1381699026
2023-11-30,15,0,0,7916,1181,1789871,29,28,15740.728819617669,234264.90390370766
2023-12-31,15,0,0,6469,2123,1788770,23,14,260836.583673139,315706.3462749836
2015-01-31,15,1,0,6126,2830,1312865,20,14,210188.37169932132,191926.80113179452
2015-02-28,15,1,0,3212,3935,826353,2,8,277396.0304146434,331011.97129120486
2015-03-31,15,1,0,4276,3303,861816,30,35,253243.5738130715,269812.7731823155
2015-04-30,15,1,0,1708,6126,2088864,20,27,520086.0525347609,513527.77370543685
2015-05-31,15,1,0,1566,7151,3175562,47,27,516497.1936637943,654162.4585837086
2015-06-30,15,1,0,7351,754,919998,213,30,68066.53053630049,149966.693525548
2015-07-31,15,1,0,7872,921,1462078,268,32,20505.467736060324,191432.14806841846
2015-08-31,15,1,0,5947,683,757892,257,27,179479.5717766095,281771.862732472
2015-09-30,15,1,0,5983,2979,822021,31,27,138222.1326860524,108917.98776765345
2015-10-31,15,1,0,6952,2936,1126984,33,39,99032.63634393906,69170.0554145542
2015-11-30,15,1,0,4626,3995,692815,39,25,161888.53289702794,149833.69498560444
2015-12-31,15,1,0,4686,4522,1933887,20,14,396770.9662206828,333992.386392888
2016-01-31,15,1,0,6558,3024,721360,9,6,86014.23907459273,22676.02232568923
2016-02-29,15,1,0,6286,2573,791999,16,14,120813.23581180908,99393.30731051118
2016-03-31,15,1,0,4134,1607,1589614,21,26,630214.2215489722,561365.6088160747
2016-04-30,15,1,0,2865,6640,2681377,44,30,446120.0142090322,445083.19536592416
2016-05-31,15,1,0,3230,8265,2190361,41,30,101814.37084551784,172989.2545596688
2016-06-30,15,1,0,6428,3127,673237,255,29,86010.53896662888,14320.698462958992
2016-07-31,15,1,0,3308,3448,637257,199,32,229927.09965182727,323768.60437672766
2016-08-31,15,1,0,6489,1656,1781715,231,32,273910.81025866634,340360.1303924783
2016-09-30,15,1,0,6584,2937,576840,0,25,68528.27149036308,4384.229858972306
2016-10-31,15,1,0,4544,3633,1675467,30,33,430241.397339891,361803.8203747578
2016-11-30,15,1,0,3451,3645,1815890,8,33,612519.6346898159,501927.5895597238
2016-12-31,15,1,0,7096,1903,953098,17,11,84586.21984887014,97865.79415359253
2017-01-31,15,1,0,3701,442,1893370,6,11,966968.5523168911,763910.592660214
2017-02-28,15,1,0,5815,4322,1984952,14,6,280466.4694860752,243858.39009431907
2017-03-31,15,1,0,7714,3304,1475221,6,26,32963.324730988745,11025.867447691933
2017-04-30,15,1,0,2623,6901,3825302,5,30,591607.503635539,708659.5859582969
2017-05-31,15,1,0,3362,7292,2253534,24,37,243624.62438474665,249929.47176382184
2017-06-30,15,1,0,3427,594,1906536,196,30,1017320.3321727574,805437.3591010398
2017-07-31,15,1,0,3187,2133,1941828,170,33,890043.3852604366,703563.2471113638
2017-08-31,15,1,0,5895,2470,553722,262,25,105440.59087050548,113612.92461348728
2017-09-30,15,1,0,3619,1353,1236411,42,37,574713.4956082929,570818.0054430913
2017-10-31,15,1,0,3045,2635,799769,14,27,349664.3484299696,437096.3344596035
2017-11-30,15,1,0,7410,2772,903321,47,33,45801.764740090766,-14734.478911605602
2017-12-31,15,1,0,3181,727,945796,22,14,523388.3762305555,604304.8996560033
2018-01-31,15,1,0,5941,1642,1006065,17,8,211275.8859773218,251857.63821892292
2018-02-28,15,1,0,7980,261,1729667,16,8,3569.862269259621,286737.5279514195
2018-03-31,15,1,0,7647,3873,1594803,13,27,39641.42350946865,-3450.9719467709147
2018-04-30,15,1,0,1292,4642,2284266,42,30,923424.2523099778,711766.5347550464
2018-05-31,15,1,0,1650,5655,3228480,16,33,945876.4700618156,775698.0994907375
2018-06-30,15,1,0,4057,3440,660857,214,27,200645.0464986396,249091.31207870558
2018-07-31,15,1,0,6684,652,676707,167,34,103024.8487704308,189066.42851662275
2018-08-31,15,1,0,7573,2722,1957000,236,33,72252.27108536958,180704.6625194286
2018-09-30,15,1,0,6620,903,918652,32,35,142247.59826049226,220044.21570053132
2018-10-31,15,1,0,5702,2351,1987635,30,28,420812.7640014854,401580.1659745014
2018-11-30,15,1,0,6182,1880,601720,8,32,107924.65892916,132386.03894958575
2018-12-31,15,1,0,3288,1838,1740981,29,9,814966.1980512604,661398.1506017973
2019-01-31,15,1,0,3373,2902,551359,13,13,215595.29637581075,348776.0266505351
2019-02-28,15,1,0,7575,2081,756344,19,14,30646.4830511799,-6767.640686405986
2019-03-31,15,1,0,4355,1433,1352598,15,29,517526.2537010616,519809.6011897365
2019-04-30,15,1,0,2674,7880,2944619,21,32,237020.5024969482,431673.7430568501
2019-05-31,15,1,0,1543,7184,2145546,9,33,343841.1491759209,451988.51654525124
2019-06-30,15,1,0,6215,820,1177392,226,33,238362.3186887854,331706.4478322407
2019-07-31,15,1,0,3638,3172,1490605,289,29,524987.6076554143,479331.29900212
