Date,Crop,State,Season,Price,Arrivals,Production,Rainfall,Temperature,Demand
2018-02-28,5,0,0,7344,2608,968749,3,7,56114.864885982526
2018-03-31,5,0,0,5098,642,809092,13,32,272321.6830204797
2018-04-30,5,0,0,3342,5370,2810267,1,25,656959.9430734263
2018-05-31,5,0,0,3086,5301,3542987,21,39,890527.3458165963
2018-06-30,5,0,0,4763,1603,887725,261,26,294870.76476319024
2018-07-31,5,0,0,5658,4935,1497498,173,26,197132.01667610533
2018-08-31,5,0,0,4593,3734,850749,217,29,211450.69866767235
2018-09-30,5,0,0,6130,3345,1674584,48,38,245227.59716518383
2018-10-31,5,0,0,4109,3701,1202802,46,38,343609.37767040404
2018-11-30,5,0,0,4298,1477,1863196,25,36,719974.6810557079
2018-12-31,5,0,0,4908,4821,1478390,23,10,264274.7644840573
2019-01-31,5,0,0,4969,647,1790960,27,6,629241.2143655721
2019-02-28,5,0,0,5866,4003,1070639,13,6,158036.39376576725
2019-03-31,5,0,0,5719,3974,1564886,20,26,248366.64345296196
2019-04-30,5,0,0,2159,8864,2771600,42,32,24801.2841008825
2019-05-31,5,0,0,1345,8718,3121046,19,31,74059.23373973071
2019-06-30,5,0,0,5420,2297,1954280,150,30,468564.5422432342
2019-07-31,5,0,0,6565,4265,874493,262,25,82170.3022880293
2019-08-31,5,0,0,4311,4836,1020210,291,29,216831.4290730653
2019-09-30,5,0,0,7727,4224,1170748,42,34,20922.213865635298
2019-10-31,5,0,0,4435,1648,1204514,13,27,437985.2856422451
2019-11-30,5,0,0,7940,686,1021752,16,29,6726.001089722184
2019-12-31,5,0,0,6654,1448,1916001,21,9,269850.23266355257
2020-01-31,5,0,0,5944,2875,930527,11,9,162354.15235205347
2020-02-29,5,0,0,3613,3812,664514,2,14,209546.06973202204
2020-03-31,5,0,0,5583,1219,883799,40,32,230546.96666573678
2020-04-30,5,0,0,1802,7790,3305180,32,35,337811.91847098654
2020-05-31,5,0,0,2730,6350,3131652,37,32,603097.43806613
2020-06-30,5,0,0,6307,2094,764950,291,31,123935.30234858798
2020-07-31,5,0,0,5931,3337,1840757,253,34,298718.177855168
2020-08-31,5,0,0,3741,1409,805615,294,28,361430.61300093617
2020-09-30,5,0,0,5951,3489,1975042,47,34,308848.4567245925
2020-10-31,5,0,0,5559,3617,1626162,37,36,295941.5845028693
2020-11-30,5,0,0,7638,3639,1369853,1,26,36558.61010901431
2020-12-31,5,0,0,4033,4208,671544,9,10,176786.45848689805
2021-01-31,5,0,0,4242,3609,1554644,12,6,436412.7814408563
2021-02-28,5,0,0,6078,842,1783280,2,13,387774.03196356865
2021-03-31,5,0,0,6097,719,1980982,5,34,432950.30180277943
2021-04-30,5,0,0,3090,4064,2525808,14,26,847978.2700571996
2021-05-31,5,0,0,1949,5976,2035995,4,26,514407.103194119
2021-06-30,5,0,0,6504,3791,1607334,157,31,173314.13613381705
2021-07-31,5,0,0,6981,1320,1461337,274,29,158350.4803320634
2021-08-31,5,0,0,6278,1508,1596536,213,34,285515.3203755175
2021-09-30,5,0,0,7024,2842,1790049,21,32,148821.86563448035
2021-10-31,5,0,0,6770,3025,696345,48,38,70827.16065514483
2021-11-30,5,0,0,6274,4483,622618,3,27,67133.12184617147
2021-12-31,5,0,0,7838,182,1851098,18,12,36057.9518208564
2022-01-31,5,0,0,6569,4492,1676173,12,14,149487.79610060484
2022-02-28,5,0,0,3095,4027,786265,10,12,265687.4250928843
2022-03-31,5,0,0,6305,222,590228,1,32,121790.75276072296
2022-04-30,5,0,0,1536,6535,2042723,45,33,448546.89945459255
2022-05-31,5,0,0,2481,6746,3883239,12,31,664998.098516273
2022-06-30,5,0,0,4595,3358,1465436,274,29,390135.1704174556
2022-07-31,5,0,0,3431,1219,824353,281,26,406740.8303170799
2022-08-31,5,0,0,3107,2768,1041793,252,27,440543.60786203004
2022-09-30,5,0,0,4021,1851,1629335,43,29,642993.4451277264
2022-10-31,5,0,0,3771,525,1557749,26,34,775031.0870981844
2022-11-30,5,0,0,4418,4820,1558176,0,35,322798.52394525375
2022-12-31,5,0,0,5230,1505,1057558,11,5,304552.83895091707
2023-01-31,5,0,0,6455,3615,1811198,15,12,208555.14079485845
2023-02-28,5,0,0,5720,2714,721895,27,8,143383.1893542985
2023-03-31,5,0,0,5495,923,1140149,29,30,320026.23444090725
2023-04-30,5,0,0,2183,8775,3476563,4,28,56048.6357879802
2023-05-31,5,0,0,2826,8974,2461869,21,35,0.0
2023-06-30,5,0,0,6942,4670,1836033,259,29,116169.47958671485
2023-07-31,5,0,0,6314,1721,1108536,169,33,188555.1651774698
2023-08-31,5,0,0,5170,3634,542584,241,31,114135.53719150141
2023-09-30,5,0,0,7454,3178,1658347,10,29,72726.12609876912
2023-10-31,5,0,0,7334,1052,1611496,15,30,117940.8998880486
2023-11-30,5,0,0,3691,226,580403,29,28,304648.67051163805
2023-12-31,5,0,0,3510,1898,1902604,2,7,841742.2723521321
2015-01-31,5,1,0,7706,628,593206,22,5,20075.37854715352
2015-02-28,5,1,0,7780,3736,1226777,24,9,19430.218830696453
2015-03-31,5,1,0,6457,3115,1299333,26,35,163362.18226335655
2015-04-30,5,1,0,2510,4440,3654352,28,31,1266816.4452969173
2015-05-31,5,1,0,3040,6759,2742041,28,37,419520.73653365206
2015-06-30,5,1,0,6385,377,1699097,247,25,328108.11823137716
2015-07-31,5,1,0,4633,2306,1771630,264,32,553747.0720474937
2015-08-31,5,1,0,3841,509,1925600,271,28,943963.968436013
2015-09-30,5,1,0,7731,3548,1772658,43,32,35651.12343259765
2015-10-31,5,1,0,5364,703,631466,15,31,191622.14201227512
2015-11-30,5,1,0,4440,4575,1342556,46,35,292723.1539148888
2015-12-31,5,1,0,7141,2989,1951056,16,12,139281.83923885657
2016-01-31,5,1,0,3020,1616,1384753,5,7,706621.0613022395
2016-02-29,5,1,0,4746,800,1635439,20,11,605581.7682367181
2016-03-31,5,1,0,4231,963,975990,16,26,410297.8621682818
2016-04-30,5,1,0,2543,5022,3882255,48,32,1166011.8557808856
2016-05-31,5,1,0,2398,4443,3680275,18,35,1300983.0549334176
2016-06-30,5,1,0,6534,2287,1875089,168,28,255613.84562570945
2016-07-31,5,1,0,3703,3248,1850531,177,28,634010.6999223772
2016-08-31,5,1,0,3237,1091,551309,174,26,288257.3570354093
2016-09-30,5,1,0,5447,555,1652613,30,28,494377.49597164796
2016-10-31,5,1,0,6082,2812,691803,5,31,113752.18619131162
2016-11-30,5,1,0,3053,510,1519670,37,37,886115.3210858351
2016-12-31,5,1,0,3603,3096,1861804,7,8,670054.96892692
2017-01-31,5,1,0,7017,1497,828243,24,8,84566.44404093032
2017-02-28,5,1,0,7205,2824,798233,0,6,54177.23222428602
2017-03-31,5,1,0,7004,3441,1020684,2,25,78142.63728656438
2017-04-30,5,1,0,2708,5408,3549127,45,25,932745.7627635824
2017-05-31,5,1,0,2829,4214,3001297,28,35,1028786.5329841905
2017-06-30,5,1,0,4825,3567,823650,152,34,196842.59863272216
2017-07-31,5,1,0,3765,800,664980,173,26,320535.1894502226
2017-08-31,5,1,0,5866,3173,1046028,221,33,180184.09957093617
2017-09-30,5,1,0,4067,3435,1108080,5,39,336110.33797803445
2017-10-31,5,1,0,5189,1501,1004561,33,37,293734.68894193915
2017-11-30,5,1,0,6548,139,614779,30,34,109668.2219419451
2017-12-31,5,1,0,4298,1569,530711,3,12,202560.29567117587
2018-01-31,5,1,0,5154,2396,1911777,8,5,498189.7639456059
2018-02-28,5,1,0,3650,3237,1180258,5,9,410145.8123498731
2018-03-31,5,1,0,7772,4198,1558813,9,27,23341.442613634437
2018-04-30,5,1,0,2922,5044,3905051,47,35,1085280.8650504078
2018-05-31,5,1,0,2106,4766,3636444,15,25,1256112.3819809966
2018-06-30,5,1,0,4914,2474,1388176,291,33,387630.7770751674
2018-07-31,5,1,0,3558,3038,1192534,241,25,437861.3845683551
2018-08-31,5,1,0,6890,4246,1752637,256,25,127821.49813523513
2018-09-30,5,1,0,7811,427,528704,13,26,11711.865684421027
2018-10-31,5,1,0,3861,4410,739585,10,31,194536.5004388346
2018-11-30,5,1,0,4558,2978,637508,28,34,183175.0327360057
2018-12-31,5,1,0,5699,3413,1476799,20,9,262972.9921177261
2019-01-31,5,1,0,6314,4683,1447540,15,11,145666.61987910056
2019-02-28,5,1,0,3128,1115,1571381,8,7,837867.6058214693
2019-03-31,5,1,0,7008,2046,614444,24,29,58664.22222307067
2019-04-30,5,1,0,1969,6098,3354563,33,28,810372.9139298643
2019-05-31,5,1,0,1693,8256,3841494,21,26,242285.62435852154
2019-06-30,5,1,0,4294,4635,632365,275,28,141578.73436304217
2019-07-31,5,1,0,5161,4303,1677242,279,32,309598.3672636989
2019-08-31,5,1,0,7991,2756,1875590,228,33,975.0496156362366
2019-09-30,5,1,0,3973,4382,1880052,12,27,484079.3443688029
2019-10-31,5,1,0,7942,1261,1900488,20,31,11234.092394075045
2019-11-30,5,1,0,6227,3991,1597155,24,33,196289.9469857749
2019-12-31,5,1,0,6596,323,606737,23,8,102468.82729768648
2020-01-31,5,1,0,5426,3574,1199419,3,11,232035.0539380728
2020-02-29,5,1,0,3042,3679,1720238,29,14,628904.9297842329
2020-03-31,5,1,0,6329,1273,1622828,19,37,290470.813365576
2020-04-30,5,1,0,3277,5279,3950827,49,25,960132.7711341719
2020-05-31,5,1,0,3368,8242,3508210,15,28,165642.08282306883
2020-06-30,5,1,0,5856,3681,1321645,220,29,208698.92756035188
2020-07-31,5,1,0,4988,4384,678276,298,30,130535.35734413889
2020-08-31,5,1,0,6893,4046,1881818,279,26,142660.66025617637
2020-09-30,5,1,0,7747,573,619080,31,39,18117.764325428583
2020-10-31,5,1,0,4024,1127,874939,33,39,380090.3397751341
2020-11-30,5,1,0,7390,1290,1960495,17,37,127417.36660635962
2020-12-31,5,1,0,5284,3722,1489413,6,12,295717.13511114696
2021-01-31,5,1,0,6583,2856,822715,21,5,99173.38490428451
2021-02-28,5,1,0,3482,4885,607782,29,13,156354.19500233803
2021-03-31,5,1,0,6504,997,1428916,38,36,237133.51440203268
2021-04-30,5,1,0,2320,4848,3830608,39,37,1250266.7108870975
2021-05-31,5,1,0,2253,8285,2734317,38,35,150788.89356564198
2021-06-30,5,1,0,4208,4490,1228223,201,29,290773.1316107258
2021-07-31,5,1,0,6938,343,579153,196,31,73762.77144207938
2021-08-31,5,1,0,7085,1981,649938,244,26,57758.66345199261
2021-09-30,5,1,0,7453,1415,791544,19,25,45354.99726237324
2021-10-31,5,1,0,3161,3204,1654506,42,36,643305.5386955754
2021-11-30,5,1,0,3739,195,1578061,44,34,821980.153576953
2021-12-31,5,1,0,7167,2150,1101912,4,6,86966.27369428902
2022-01-31,5,1,0,5426,4137,1914429,22,9,331744.9092814057
2022-02-28,5,1,0,4868,1777,1738283,24,6,545461.858034614
2022-03-31,5,1,0,7285,888,1476668,12,36,118463.19268232379
2022-04-30,5,1,0,3103,6904,2913755,31,36,411314.6526211537
2022-05-31,5,1,0,2933,8489,3954504,20,30,135336.29830598112
2022-06-30,5,1,0,5463,2513,1506987,264,31,343797.4857316814
2022-07-31,5,1,0,4564,3982,1526863,235,31,364615.63700339047
2022-08-31,5,1,0,6711,1237,1193407,233,25,165458.46278149384
2022-09-30,5,1,0,5444,681,1346517,18,39,397247.4881584188
2022-10-31,5,1,0,7690,816,1967247,36,33,68654.31003895788
2022-11-30,5,1,0,4625,3131,1098735,26,31,301649.9447831716
2022-12-31,5,1,0,3112,3830,1426128,14,8,499356.6910123054
2023-01-31,5,1,0,5648,656,574239,28,8,156344.08541572266
2023-02-28,5,1,0,6616,4035,1387102,9,5,131834.15547068728
2023-03-31,5,1,0,7335,1163,1867579,25,31,134564.4832250861
2023-04-30,5,1,0,1899,4329,2103854,7,33,830377.504213679
2023-05-31,5,1,0,3369,5132,3913251,42,35,969561.2601825082
2023-06-30,5,1,0,4156,1787,1316207,176,29,506294.2405255798
2023-07-31,5,1,0,7474,1416,1811089,173,25,99755.12290568408
2023-08-31,5,1,0,6294,2346,1208755,224,30,190117.5767191391
2023-09-30,5,1,0,7287,754,766075,29,26,62300.03561063504
2023-10-31,5,1,0,3105,1087,612757,42,34,329437.7849547938
2023-11-30,5,1,0,4507,655,1530826,16,39,619311.6074375338
2023-12-31,5,1,0,6573,3041,554425,14,10,65270.05543838468
2015-01-31,5,2,0,6449,824,1912629,69,20,336237.4940886987
2015-02-28,5,2,0,6816,4133,952793,70,21,75904.99864367179
2015-03-31,5,2,0,3705,4494,1048345,133,34,280885.1597039998
2015-04-30,5,2,0,2972,8129,2443432,151,33,144570.56259313202
2015-05-31,5,2,0,1253,7415,3096552,172,32,453658.3334667595
2015-06-30,5,2,0,3720,1895,554055,363,33,233749.60186854395
2015-07-31,5,2,0,7694,4975,1248244,248,34,21075.619956380433
2015-08-31,5,2,0,6977,3816,1026679,245,27,75266.72635456479
2015-09-30,5,2,0,5132,129,1957711,144,35,691286.1938598464
2015-10-31,5,2,0,6548,918,1202819,177,30,195647.7967311065
2015-11-30,5,2,0,5910,4563,1786729,177,30,229194.9435190888
2015-12-31,5,2,0,3993,720,1632005,94,21,751565.536612111
2016-01-31,5,2,0,3101,2633,1087716,72,21,470545.3847033511
2016-02-29,5,2,0,5753,4809,1782189,74,24,232101.77188325496
2016-03-31,5,2,0,7537,810,1530442,127,36,80087.46405152661
2016-04-30,5,2,0,2523,7745,3892785,157,39,364925.2656788026
2016-05-31,5,2,0,3031,5678,3047617,161,31,695090.1663969764
2016-06-30,5,2,0,5164,2115,1768051,244,31,478728.19290877105
2016-07-31,5,2,0,6702,2962,1109203,259,27,120333.51826942907
2016-08-31,5,2,0,7993,1790,765961,286,32,306.7042621482248
2016-09-30,5,2,0,5921,1686,1441780,135,31,303963.5785059691
2016-10-31,5,2,0,5190,466,1089782,122,31,362657.24916500476
2016-11-30,5,2,0,7669,611,1181248,118,39,45150.63529746316
2016-12-31,5,2,0,5475,604,1923830,59,24,565879.644221943
2017-01-31,5,2,0,6337,338,1182207,61,22,236157.143483074
2017-02-28,5,2,0,7771,4441,1680212,98,21,23985.295816107122
2017-03-31,5,2,0,7341,3010,1126629,189,30,61419.91894074165
2017-04-30,5,2,0,1283,8695,3476824,121,38,90751.76616883207
2017-05-31,5,2,0,2158,6832,3011330,151,30,524811.2441756143
2017-06-30,5,2,0,3484,2125,1139158,236,28,490640.3968493701
2017-07-31,5,2,0,6797,2698,1505890,289,32,158031.72077650356
2017-08-31,5,2,0,6199,2397,928305,206,34,152966.0519428405
2017-09-30,5,2,0,5705,2444,1186431,135,32,247432.7141894837
2017-10-31,5,2,0,5571,799,1611817,119,33,445431.7076524322
2017-11-30,5,2,0,6575,3273,1614827,104,37,182416.23105034456
2017-12-31,5,2,0,6803,2400,1707079,92,24,186712.96910070942
2018-01-31,5,2,0,4140,4726,1098978,82,21,250905.3861016914
2018-02-28,5,2,0,3465,2437,836722,99,23,345411.1980181782
2018-03-31,5,2,0,4042,1666,1666228,166,37,671067.6348170346
2018-04-30,5,2,0,3401,7038,3136998,173,33,388943.44232842606
2018-05-31,5,2,0,3218,5409,3575670,156,32,848869.3136437474
2018-06-30,5,2,0,4129,4712,951141,239,26,218490.04413617443
2018-07-31,5,2,0,5194,2520,1615553,295,33,407249.07608664484
2018-08-31,5,2,0,7286,4820,758222,347,33,31204.649811263374
2018-09-30,5,2,0,6252,745,509435,138,33,101933.77582861405
2018-10-31,5,2,0,3621,1540,1958324,193,36,887710.2924017725
2018-11-30,5,2,0,7234,445,1691931,190,38,153423.58936385464
2018-12-31,5,2,0,6347,1329,1736155,61,21,305166.4377589054
2019-01-31,5,2,0,4461,2088,799017,68,20,271095.39036844636
2019-02-28,5,2,0,5203,769,1121702,80,23,358318.5732556439
2019-03-31,5,2,0,5256,2899,713668,186,32,165591.62977709022
2019-04-30,5,2,0,3118,6703,3153604,181,39,486902.4377460582
2019-05-31,5,2,0,2056,5168,2104083,157,39,662945.8290844191
2019-06-30,5,2,0,5770,2405,1360034,280,26,277240.12327474926
2019-07-31,5,2,0,5489,4362,1003362,344,27,161719.1010975004
2019-08-31,5,2,0,5827,2689,827701,389,33,157298.77285787943
2019-09-30,5,2,0,6195,4034,1102505,166,31,136756.8667507057
2019-10-31,5,2,0,6033,2448,1777004,134,39,317368.4838223962
2019-11-30,5,2,0,3148,3431,1325293,191,35,496358.89103403466
2019-12-31,5,2,0,3934,204,1451661,52,20,720772.9238322572
2020-01-31,5,2,0,3060,263,1176735,81,21,705174.583578729
2020-02-29,5,2,0,4673,587,783472,61,23,304353.27337254473
2020-03-31,5,2,0,7983,1359,1163444,106,35,1728.3443186671211
2020-04-30,5,2,0,1829,4071,2918235,164,33,1229740.1679468672
2020-05-31,5,2,0,2000,8282,3932592,183,37,227408.07058006668
2020-06-30,5,2,0,5253,815,1840331,346,31,574121.5130564758
2020-07-31,5,2,0,3403,1222,1101345,281,25,546531.2232414768
2020-08-31,5,2,0,7378,3629,1669514,277,26,76968.89693717052
2020-09-30,5,2,0,6419,166,864204,180,39,167373.77665632858
2020-10-31,5,2,0,3115,742,629907,157,38,352749.502731231
2020-11-30,5,2,0,5682,3803,1417313,186,35,236416.69539807367
2020-12-31,5,2,0,4737,353,1523865,60,23,596772.1924290253
2021-01-31,5,2,0,7715,3565,1372672,88,22,29175.5937774637
2021-02-28,5,2,0,7939,4776,1014957,79,21,3443.53823719107
2021-03-31,5,2,0,7895,1843,893777,197,37,9058.71552559314
2021-04-30,5,2,0,2938,8403,2153604,160,31,86686.90062813007
2021-05-31,5,2,0,1418,8056,2994111,194,30,251974.9125743581
2021-06-30,5,2,0,5929,4677,1069910,242,33,132479.89450189128
2021-07-31,5,2,0,3200,1719,1437026,299,32,696880.961421236
2021-08-31,5,2,0,3610,1396,1118767,328,28,518261.2303739432
2021-09-30,5,2,0,3554,2587,1630603,136,36,644775.1708278363
2021-10-31,5,2,0,3691,416,1480627,159,32,760289.1821422671
2021-11-30,5,2,0,5060,3893,1743323,175,37,362508.20443239814
2021-12-31,5,2,0,5181,1055,1712853,50,23,532242.9589794636
2022-01-31,5,2,0,5092,4424,1035435,55,24,190707.2541780001
2022-02-28,5,2,0,6542,2355,1705109,66,20,228820.19950295324
2022-03-31,5,2,0,4318,4012,1792398,191,37,455940.1493969531
2022-04-30,5,2,0,2839,4707,2784591,193,38,853988.9171851246
2022-05-31,5,2,0,2849,7129,3043336,106,39,402783.4809593602
2022-06-30,5,2,0,7748,4853,685007,365,30,9794.534716495386
2022-07-31,5,2,0,6830,1914,583912,286,25,67036.26304481964
2022-08-31,5,2,0,6029,1877,1791116,225,26,348586.4098961335
2022-09-30,5,2,0,6889,535,916076,119,33,119357.32896872205
2022-10-31,5,2,0,3179,4006,1929117,111,36,643418.8643591803
2022-11-30,5,2,0,7615,1186,1706746,123,33,70753.0291813519
2022-12-31,5,2,0,5032,3104,1077272,67,24,261261.25561516144
2023-01-31,5,2,0,7651,3598,955835,77,23,24774.513032090617
2023-02-28,5,2,0,7961,1282,1928409,91,20,7440.939352257029
2023-03-31,5,2,0,5732,1819,1734639,181,37,391718.23560095625
2023-04-30,5,2,0,1471,8498,2113445,107,38,91481.19124624941
2023-05-31,5,2,0,2977,6036,2687095,160,30,552236.831014104
2023-06-30,5,2,0,7446,1745,1207823,327,28,67037.83153857925
2023-07-31,5,2,0,6939,2888,693187,231,31,62194.91289002708
2023-08-31,5,2,0,6784,592,740942,241,28,104973.45935821318
2023-09-30,5,2,0,3682,2894,1668473,160,30,609944.6146996454
2023-10-31,5,2,0,4979,3648,833707,177,33,186732.83220950444
2023-11-30,5,2,0,6691,1828,759190,153,37,98728.72001114525
2023-12-31,5,2,0,6317,2009,825969,89,24,134673.14092238565
2015-01-31,5,3,0,6847,3653,1429066,79,21,121851.31623350283
2015-02-28,5,3,0,3683,4350,1652383,58,23,459299.024680054
2015-03-31,5,3,0,3817,990,530982,191,31,246924.081986506
2015-04-30,5,3,0,2599,7073,2830983,125,38,404798.6890062879
2015-05-31,5,3,0,2245,6669,3297263,135,31,609158.3969110991
2015-06-30,5,3,0,3371,384,1253281,379,29,693959.4382178474
2015-07-31,5,3,0,7481,4542,1693817,377,29,53976.25880242196
2015-08-31,5,3,0,3973,3531,1832508,339,34,559279.6591269086
2015-09-30,5,3,0,5469,2013,1717799,115,33,421218.9369457942
2015-10-31,5,3,0,3341,4191,1627152,162,39,504926.67593137705
2015-11-30,5,3,0,3249,3493,971322,122,37,352225.32340501325
2015-12-31,5,3,0,3807,3560,709545,64,21,224284.39469821242
2016-01-31,5,3,0,3574,4000,1439005,94,24,441135.3510688025
2016-02-29,5,3,0,3605,4364,1448574,99,21,408686.9606256123
2016-03-31,5,3,0,4019,4358,1255079,117,39,321135.6207735467
2016-04-30,5,3,0,2421,4736,2845436,189,39,936956.391441085
2016-05-31,5,3,0,1878,7449,2552913,143,38,331950.3650044803
2016-06-30,5,3,0,3798,4541,1838875,356,25,476960.7627560162
2016-07-31,5,3,0,4504,3864,1320377,399,31,328400.8520092461
2016-08-31,5,3,0,5118,3167,839536,342,30,195577.84364434195
2016-09-30,5,3,0,3664,1061,797431,146,31,380986.6941480785
2016-10-31,5,3,0,3079,2543,579625,174,35,255447.102952358
2016-11-30,5,3,0,4501,2321,1725123,145,39,559108.186898703
2016-12-31,5,3,0,6308,3431,1644985,71,24,214596.8333385634
2017-01-31,5,3,0,6726,175,515594,77,23,80347.72081242633
2017-02-28,5,3,0,5113,3188,636471,79,23,147992.30843313513
2017-03-31,5,3,0,7052,4408,1354852,167,38,81460.37616290193
2017-04-30,5,3,0,2412,4877,3235082,156,38,1031481.096949271
2017-05-31,5,3,0,2347,7838,3654308,148,36,326827.63150065823
2017-06-30,5,3,0,7286,147,1023802,316,32,89533.49539443132
2017-07-31,5,3,0,7605,2862,554299,391,26,18505.4796609571
2017-08-31,5,3,0,6279,246,636888,321,28,133072.3425278239
2017-09-30,5,3,0,7154,3280,1790935,194,38,119787.55487829332
2017-10-31,5,3,0,3511,4714,572211,150,39,152374.365230398
2017-11-30,5,3,0,5924,4290,1666705,172,34,225507.90252133494
2017-12-31,5,3,0,5115,3494,872906,76,22,192100.65798521115
2018-01-31,5,3,0,4608,856,1847919,66,24,708419.3015429873
2018-02-28,5,3,0,5500,1433,1045087,58,22,274212.1964153512
2018-03-31,5,3,0,4948,4013,833709,181,31,175722.74545707312
2018-04-30,5,3,0,1917,5967,3616218,151,35,921252.0128255138
2018-05-31,5,3,0,1346,4551,3500472,147,32,1434885.7880438173
2018-06-30,5,3,0,4180,3531,1853884,395,34,536697.891779676
2018-07-31,5,3,0,4728,2674,832608,229,30,238936.71484060807
2018-08-31,5,3,0,7840,285,522285,200,33,9928.04738963704
2018-09-30,5,3,0,4211,4640,529902,159,31,121157.94933920368
2018-10-31,5,3,0,7928,3768,1630784,195,30,8162.750743139951
2018-11-30,5,3,0,5940,850,1994821,152,36,464509.902418388
2018-12-31,5,3,0,5551,2102,1467499,83,20,343719.56721189665
2019-01-31,5,3,0,3321,1620,1553214,79,22,744245.5785396904
2019-02-28,5,3,0,5724,1406,857680,63,22,205585.59486997282
2019-03-31,5,3,0,3493,2180,542000,131,38,231105.37679621836
2019-04-30,5,3,0,2864,5127,3590623,198,30,987984.4240338316
2019-05-31,5,3,0,1703,6699,3946706,103,36,787462.2697142474
2019-06-30,5,3,0,6997,128,1432633,276,31,176591.06450075895
2019-07-31,5,3,0,6604,3662,1135358,396,26,117065.47887439067
2019-08-31,5,3,0,5870,3569,703962,264,25,112771.47048415385
2019-09-30,5,3,0,3008,4746,1045863,178,33,307404.428984192
2019-10-31,5,3,0,3722,3904,1777999,170,31,536985.340220072
2019-11-30,5,3,0,4529,3349,834033,110,36,226710.52830876881
2019-12-31,5,3,0,4259,1266,549463,75,24,220600.3996170951
2020-01-31,5,3,0,7560,4238,1446084,81,20,41703.59462422654
2020-02-29,5,3,0,3533,4023,821076,61,23,252864.1777559832
2020-03-31,5,3,0,6603,1876,1793645,165,31,247298.85113118668
2020-04-30,5,3,0,3117,5076,3038216,124,38,805317.5100546815
2020-05-31,5,3,0,1702,6605,2578345,194,39,535782.6702978711
2020-06-30,5,3,0,3497,3533,970346,260,33,331058.4660271673
2020-07-31,5,3,0,5899,4576,1412399,376,28,181595.4442715996
2020-08-31,5,3,0,6561,3887,877664,216,29,89336.98697921017
2020-09-30,5,3,0,4474,2054,970045,178,34,329531.8965890345
2020-10-31,5,3,0,5108,1232,958864,115,32,298844.01406533684
2020-11-30,5,3,0,3211,143,1234544,101,34,727069.6075088776
2020-12-31,5,3,0,4148,3730,1076261,95,23,302701.82275446004
2021-01-31,5,3,0,7827,1244,1969043,69,23,36055.411328334325
2021-02-28,5,3,0,3667,4678,1952908,74,23,506198.4282305107
2021-03-31,5,3,0,3624,2909,1963824,110,32,725771.123176094
2021-04-30,5,3,0,1944,4135,3143541,179,37,1283016.5658518062
2021-05-31,5,3,0,3124,7391,2352010,150,33,252815.28583568177
2021-06-30,5,3,0,7678,162,1105639,279,25,43307.72394467409
2021-07-31,5,3,0,4911,2900,871418,393,28,227606.19291951443
2021-08-31,5,3,0,7029,4263,1820197,325,25,115662.79812105828
2021-09-30,5,3,0,6433,4672,1290380,105,39,120979.45305152459
2021-10-31,5,3,0,4333,730,1359639,114,35,572273.848684788
2021-11-30,5,3,0,3164,988,1541665,165,37,829130.6173006598
2021-12-31,5,3,0,7129,1774,1207202,61,23,105128.14629979222
2022-01-31,5,3,0,5634,1506,982538,94,20,241604.05861458136
2022-02-28,5,3,0,7401,568,796903,54,23,55632.419215485264
2022-03-31,5,3,0,3845,4424,506833,183,30,133419.85502753858
2022-04-30,5,3,0,3120,6233,2577385,100,31,480095.82200893026
2022-05-31,5,3,0,1802,4486,3274073,117,31,1268438.3269350033
2022-06-30,5,3,0,7660,3403,1281114,225,32,33514.88050605893
2022-07-31,5,3,0,7787,2364,1243568,282,26,24053.436419312504
2022-08-31,5,3,0,4373,4709,526316,351,28,113354.98819857757
2022-09-30,5,3,0,4415,3268,1295954,141,30,369091.27086809545
2022-10-31,5,3,0,6944,762,1006105,186,32,121229.26105897917
2022-11-30,5,3,0,5661,1545,1457197,123,36,352377.6087077896
2022-12-31,5,3,0,3669,134,1144598,84,20,610210.0254522122
2023-01-31,5,3,0,5191,4800,1722712,81,20,281150.997783741
2023-02-28,5,3,0,3386,4171,1037962,95,22,320314.0597429017
2023-03-31,5,3,0,6129,2971,671595,139,33,104939.6250691736
2023-04-30,5,3,0,2470,5674,3542560,100,36,900341.8918599937
2023-05-31,5,3,0,2835,6454,3275507,197,31,593723.0525643682
2023-06-30,5,3,0,7955,4011,514416,280,26,1494.152316479056
2023-07-31,5,3,0,4654,2799,681022,223,32,195894.08335276946
2023-08-31,5,3,0,4027,2599,924627,241,28,326079.9575282284
2023-09-30,5,3,0,3215,3692,1047082,177,35,368532.25223231834
2023-10-31,5,3,0,4009,4682,821694,142,30,195980.02895257776
2023-11-30,5,3,0,3684,4424,1345587,160,37,367950.56679308566
2023-12-31,5,3,0,4475,1084,1549679,52,24,600060.3645385852
2015-01-31,5,4,0,4697,1915,667934,4,9,216809.10246903097
2015-02-28,5,4,0,3102,3149,701356,26,13,278659.5819835938
2015-03-31,5,4,0,7704,942,1614960,24,29,52959.01866030164
2015-04-30,5,4,0,1628,7874,3665853,35,38,357870.43292421434
2015-05-31,5,4,0,2863,5283,2531739,38,38,668506.5703400476
2015-06-30,5,4,0,3358,3097,833505,284,33,316646.8058115258
2015-07-31,5,4,0,3455,454,1998896,164,34,1077863.4921101877
2015-08-31,5,4,0,3902,2660,1339711,256,32,482676.8231914971
2015-09-30,5,4,0,3856,2189,1011660,9,33,396074.1510947706
