Date,Crop,State,Season,Price,Arrivals,Production,Rainfall,Temperature
2020-12-31,Turmeric,West Bengal,Rabi,4685,3112,901637,18,8
2021-01-31,Turmeric,West Bengal,Rabi,4993,2169,817662,18,8
2021-02-28,Turmeric,West Bengal,Rabi,6247,3412,1859763,18,8
2021-03-31,Turmeric,West Bengal,Rabi,3285,2622,1816660,18,8
2021-04-30,Turmeric,West Bengal,Rabi,3316,6329,3691608,18,8
2021-05-31,Turmeric,West Bengal,Rabi,3208,6903,3341464,18,8
2021-06-30,Turmeric,West Bengal,Rabi,7836,377,1096953,18,8
2021-07-31,Turmeric,West Bengal,Rabi,4145,3166,631459,18,8
2021-08-31,Turmeric,West Bengal,Rabi,6096,2084,1719476,18,8
2021-09-30,Turmeric,West Bengal,Rabi,4946,3623,998556,18,8
2021-10-31,Turmeric,West Bengal,Rabi,7184,1497,1275550,18,8
2021-11-30,Turmeric,West Bengal,Rabi,5352,2517,886301,18,8
2021-12-31,Turmeric,West Bengal,Rabi,6959,3822,1668345,18,8
2022-01-31,Turmeric,West Bengal,Rabi,6337,4970,1621413,18,8
2022-02-28,Turmeric,West Bengal,Rabi,5777,4175,1415115,18,8
2022-03-31,Turmeric,West Bengal,Rabi,5413,4076,1824568,18,8
2022-04-30,Turmeric,West Bengal,Rabi,3047,6294,2342867,18,8
2022-05-31,Turmeric,West Bengal,Rabi,2590,5790,2406808,18,8
2022-06-30,Turmeric,West Bengal,Rabi,3170,1496,981494,18,8
2022-07-31,Turmeric,West Bengal,Rabi,3528,4704,1934395,18,8
2022-08-31,Turmeric,West Bengal,Rabi,7188,726,1651815,18,8
2022-09-30,Turmeric,West Bengal,Rabi,4988,2310,1970609,18,8
2022-10-31,Turmeric,West Bengal,Rabi,5083,2738,1909980,18,8
2022-11-30,Turmeric,West Bengal,Rabi,5024,4924,813078,18,8
2022-12-31,Turmeric,West Bengal,Rabi,3618,177,1416783,18,8
2023-01-31,Turmeric,West Bengal,Rabi,5228,1194,883407,18,8
2023-02-28,Turmeric,West Bengal,Rabi,4369,4854,1083891,18,8
2023-03-31,Turmeric,West Bengal,Rabi,6339,563,1088135,18,8
2023-04-30,Turmeric,West Bengal,Rabi,3447,4126,3576556,18,8
2023-05-31,Turmeric,West Bengal,Rabi,2541,6599,3341899,18,8
2023-06-30,Turmeric,West Bengal,Rabi,6978,332,1782014,18,8
2023-07-31,Turmeric,West Bengal,Rabi,6283,1472,1497658,18,8
2023-08-31,Turmeric,West Bengal,Rabi,7811,2341,1847938,18,8
2023-09-30,Turmeric,West Bengal,Rabi,6245,2228,1693880,18,8
2023-10-31,Turmeric,West Bengal,Rabi,3344,3662,1926008,18,8
2023-11-30,Turmeric,West Bengal,Rabi,4069,2072,1117766,18,8
2023-12-31,Turmeric,West Bengal,Rabi,5469,2523,1510785,18,8
2015-01-31,Turmeric,Maharashtra,Rabi,4564,371,755235,18,8
2015-02-28,Turmeric,Maharashtra,Rabi,6021,3789,1681310,18,8
2015-03-31,Turmeric,Maharashtra,Rabi,4815,4456,1793185,18,8
2015-04-30,Turmeric,Maharashtra,Rabi,2474,7522,2169055,18,8
2015-05-31,Turmeric,Maharashtra,Rabi,1751,7778,2665729,18,8
2015-06-30,Turmeric,Maharashtra,Rabi,5857,4638,1544566,18,8
2015-07-31,Turmeric,Maharashtra,Rabi,3016,3382,1348274,18,8
2015-08-31,Turmeric,Maharashtra,Rabi,5697,3884,763614,18,8
2015-09-30,Turmeric,Maharashtra,Rabi,7416,3818,1423510,18,8
2015-10-31,Turmeric,Maharashtra,Rabi,4476,2176,1123721,18,8
2015-11-30,Turmeric,Maharashtra,Rabi,3553,1598,1185294,18,8
2015-12-31,Turmeric,Maharashtra,Rabi,4656,4785,1008999,18,8
2016-01-31,Turmeric,Maharashtra,Rabi,5642,3259,1684188,18,8
2016-02-29,Turmeric,Maharashtra,Rabi,6769,1325,1341781,18,8
2016-03-31,Turmeric,Maharashtra,Rabi,5140,2178,1074284,18,8
2016-04-30,Turmeric,Maharashtra,Rabi,3398,6345,3250658,18,8
2016-05-31,Turmeric,Maharashtra,Rabi,2140,4966,3512098,18,8
2016-06-30,Turmeric,Maharashtra,Rabi,3742,1621,953221,18,8
2016-07-31,Turmeric,Maharashtra,Rabi,6826,2758,914211,18,8
2016-08-31,Turmeric,Maharashtra,Rabi,4585,1561,629840,18,8
2016-09-30,Turmeric,Maharashtra,Rabi,3598,1695,1500632,18,8
2016-10-31,Turmeric,Maharashtra,Rabi,6098,103,553843,18,8
2016-11-30,Turmeric,Maharashtra,Rabi,4450,743,539159,18,8
2016-12-31,Turmeric,Maharashtra,Rabi,5753,1344,1433416,18,8
2017-01-31,Turmeric,Maharashtra,Rabi,4057,2764,1518270,18,8
2017-02-28,Turmeric,Maharashtra,Rabi,5633,1164,775730,18,8
2017-03-31,Turmeric,Maharashtra,Rabi,5487,3237,1436849,18,8
2017-04-30,Turmeric,Maharashtra,Rabi,3456,4678,3777248,18,8
2017-05-31,Turmeric,Maharashtra,Rabi,2799,5122,3465866,18,8
2017-06-30,Turmeric,Maharashtra,Rabi,5057,4797,679235,18,8
2017-07-31,Turmeric,Maharashtra,Rabi,3513,431,1500745,18,8
2017-08-31,Turmeric,Maharashtra,Rabi,4583,441,1217517,18,8
2017-09-30,Turmeric,Maharashtra,Rabi,3500,808,1489521,18,8
2017-10-31,Turmeric,Maharashtra,Rabi,6599,2932,906962,18,8
2017-11-30,Turmeric,Maharashtra,Rabi,3004,804,935125,18,8
2017-12-31,Turmeric,Maharashtra,Rabi,5121,3724,666086,18,8
2018-01-31,Turmeric,Maharashtra,Rabi,5422,2321,821816,18,8
2018-02-28,Turmeric,Maharashtra,Rabi,5224,1659,1608968,18,8
2018-03-31,Turmeric,Maharashtra,Rabi,4896,2281,888234,18,8
2018-04-30,Turmeric,Maharashtra,Rabi,1314,6034,3249812,18,8
2018-05-31,Turmeric,Maharashtra,Rabi,2549,5970,2943861,18,8
2018-06-30,Turmeric,Maharashtra,Rabi,5637,2750,523037,18,8
2018-07-31,Turmeric,Maharashtra,Rabi,5076,141,1604574,18,8
2018-08-31,Turmeric,Maharashtra,Rabi,4089,2778,649129,18,8
2018-09-30,Turmeric,Maharashtra,Rabi,3471,3525,923224,18,8
2018-10-31,Turmeric,Maharashtra,Rabi,3901,3683,1156683,18,8
2018-11-30,Turmeric,Maharashtra,Rabi,5294,1918,1000066,18,8
2018-12-31,Turmeric,Maharashtra,Rabi,5533,4243,1045848,18,8
2019-01-31,Turmeric,Maharashtra,Rabi,7163,749,570888,18,8
2019-02-28,Turmeric,Maharashtra,Rabi,5332,2065,1662335,18,8
2019-03-31,Turmeric,Maharashtra,Rabi,6786,2814,1255934,18,8
2019-04-30,Turmeric,Maharashtra,Rabi,2987,8208,3924266,18,8
2019-05-31,Turmeric,Maharashtra,Rabi,3232,4532,3992828,18,8
2019-06-30,Turmeric,Maharashtra,Rabi,3192,672,1601061,18,8
2019-07-31,Turmeric,Maharashtra,Rabi,5265,2028,632720,18,8
2019-08-31,Turmeric,Maharashtra,Rabi,7029,783,1819231,18,8
2019-09-30,Turmeric,Maharashtra,Rabi,4680,541,1201444,18,8
2019-10-31,Turmeric,Maharashtra,Rabi,3237,641,1675384,18,8
2019-11-30,Turmeric,Maharashtra,Rabi,4149,838,570133,18,8
2019-12-31,Turmeric,Maharashtra,Rabi,7164,2883,1817555,18,8
2020-01-31,Turmeric,Maharashtra,Rabi,3709,4558,1393249,18,8
2020-02-29,Turmeric,Maharashtra,Rabi,5903,4046,1891566,18,8
2020-03-31,Turmeric,Maharashtra,Rabi,5720,2370,1809195,18,8
2020-04-30,Turmeric,Maharashtra,Rabi,2953,7446,2845019,18,8
2020-05-31,Turmeric,Maharashtra,Rabi,1931,5616,3647560,18,8
2020-06-30,Turmeric,Maharashtra,Rabi,5834,4473,529608,18,8
2020-07-31,Turmeric,Maharashtra,Rabi,5342,4717,1806316,18,8
2020-08-31,Turmeric,Maharashtra,Rabi,3996,666,1897772,18,8
2020-09-30,Turmeric,Maharashtra,Rabi,4298,3416,1067586,18,8
2020-10-31,Turmeric,Maharashtra,Rabi,3689,4645,678771,18,8
2020-11-30,Turmeric,Maharashtra,Rabi,5826,4641,1222157,18,8
2020-12-31,Turmeric,Maharashtra,Rabi,5326,1513,1044534,18,8
2021-01-31,Turmeric,Maharashtra,Rabi,3421,4703,969319,18,8
2021-02-28,Turmeric,Maharashtra,Rabi,3093,3457,1457068,18,8
2021-03-31,Turmeric,Maharashtra,Rabi,3131,1052,1346921,18,8
2021-04-30,Turmeric,Maharashtra,Rabi,2574,4489,3829116,18,8
2021-05-31,Turmeric,Maharashtra,Rabi,2339,4622,3184611,18,8
2021-06-30,Turmeric,Maharashtra,Rabi,6930,3959,1461294,18,8
2021-07-31,Turmeric,Maharashtra,Rabi,7886,274,1291985,18,8
2021-08-31,Turmeric,Maharashtra,Rabi,3480,3472,1313309,18,8
2021-09-30,Turmeric,Maharashtra,Rabi,3739,2695,1452267,18,8
2021-10-31,Turmeric,Maharashtra,Rabi,6432,3065,1815585,18,8
2021-11-30,Turmeric,Maharashtra,Rabi,4916,606,1994226,18,8
2021-12-31,Turmeric,Maharashtra,Rabi,3292,138,1496749,18,8
2022-01-31,Turmeric,Maharashtra,Rabi,6237,510,1444216,18,8
2022-02-28,Turmeric,Maharashtra,Rabi,7518,3435,1190835,18,8
2022-03-31,Turmeric,Maharashtra,Rabi,3607,1667,1890446,18,8
2022-04-30,Turmeric,Maharashtra,Rabi,2103,6268,2388972,18,8
2022-05-31,Turmeric,Maharashtra,Rabi,1210,6438,2434544,18,8
2022-06-30,Turmeric,Maharashtra,Rabi,7377,3078,1023774,18,8
2022-07-31,Turmeric,Maharashtra,Rabi,7367,3868,569952,18,8
2022-08-31,Turmeric,Maharashtra,Rabi,6701,728,893421,18,8
2022-09-30,Turmeric,Maharashtra,Rabi,3856,2478,1895082,18,8
2022-10-31,Turmeric,Maharashtra,Rabi,7949,3240,1147875,18,8
2022-11-30,Turmeric,Maharashtra,Rabi,5858,3684,1494360,18,8
2022-12-31,Turmeric,Maharashtra,Rabi,3808,1796,1929901,18,8
2023-01-31,Turmeric,Maharashtra,Rabi,4961,4416,1488412,18,8
2023-02-28,Turmeric,Maharashtra,Rabi,5790,2384,1784994,18,8
2023-03-31,Turmeric,Maharashtra,Rabi,3843,4727,1755047,18,8
2023-04-30,Turmeric,Maharashtra,Rabi,1474,8747,2594786,18,8
2023-05-31,Turmeric,Maharashtra,Rabi,1362,7257,3226571,18,8
2023-06-30,Turmeric,Maharashtra,Rabi,7116,2212,651024,18,8
2023-07-31,Turmeric,Maharashtra,Rabi,4008,1992,675826,18,8
2023-08-31,Turmeric,Maharashtra,Rabi,6073,3910,1240145,18,8
2023-09-30,Turmeric,Maharashtra,Rabi,7684,2703,1432245,18,8
2023-10-31,Turmeric,Maharashtra,Rabi,6108,388,714853,18,8
2023-11-30,Turmeric,Maharashtra,Rabi,4035,4963,1754858,18,8
2023-12-31,Turmeric,Maharashtra,Rabi,7886,4342,553581,18,8
2015-01-31,Peas & beans (Pulses),Punjab,Rabi,7643,218,1682547,2,6
2015-02-28,Peas & beans (Pulses),Punjab,Rabi,4875,1583,1730139,13,12
2015-03-31,Peas & beans (Pulses),Punjab,Rabi,7543,1960,1189682,17,39
2015-04-30,Peas & beans (Pulses),Punjab,Rabi,2207,6647,3514404,35,39
2015-05-31,Peas & beans (Pulses),Punjab,Rabi,2457,8955,2634750,29,25
2015-06-30,Peas & beans (Pulses),Punjab,Rabi,7017,1849,704482,268,33
2015-07-31,Peas & beans (Pulses),Punjab,Rabi,5850,1146,634155,248,27
2015-08-31,Peas & beans (Pulses),Punjab,Rabi,5324,2058,1387302,225,27
2015-09-30,Peas & beans (Pulses),Punjab,Rabi,5849,4191,1689296,20,35
2015-10-31,Peas & beans (Pulses),Punjab,Rabi,4020,3226,1674046,49,26
2015-11-30,Peas & beans (Pulses),Punjab,Rabi,7601,3953,1097567,0,37
2015-12-31,Peas & beans (Pulses),Punjab,Rabi,5985,3204,1324702,8,7
2016-01-31,Peas & beans (Pulses),Punjab,Rabi,6276,383,1893184,22,8
2016-02-29,Peas & beans (Pulses),Punjab,Rabi,3399,502,656750,1,12
2016-03-31,Peas & beans (Pulses),Punjab,Rabi,3638,4575,1447573,1,34
2016-04-30,Peas & beans (Pulses),Punjab,Rabi,2016,6450,2413203,29,32
2016-05-31,Peas & beans (Pulses),Punjab,Rabi,1241,7323,2060735,39,30
2016-06-30,Peas & beans (Pulses),Punjab,Rabi,5701,1590,1086660,159,32
2016-07-31,Peas & beans (Pulses),Punjab,Rabi,3222,3839,604771,168,28
2016-08-31,Peas & beans (Pulses),Punjab,Rabi,4494,2125,1190280,171,34
2016-09-30,Peas & beans (Pulses),Punjab,Rabi,7449,1604,1458618,34,31
2016-10-31,Peas & beans (Pulses),Punjab,Rabi,5293,2467,1190533,5,39
2016-11-30,Peas & beans (Pulses),Punjab,Rabi,4518,2261,976343,44,34
2016-12-31,Peas & beans (Pulses),Punjab,Rabi,7327,2860,1562070,1,7
2017-01-31,Peas & beans (Pulses),Punjab,Rabi,3496,4262,1423484,26,10
2017-02-28,Peas & beans (Pulses),Punjab,Rabi,6266,4413,1909790,7,12
2017-03-31,Peas & beans (Pulses),Punjab,Rabi,4379,782,559651,43,31
2017-04-30,Peas & beans (Pulses),Punjab,Rabi,3486,4951,3103553,41,28
2017-05-31,Peas & beans (Pulses),Punjab,Rabi,2332,6585,3893365,20,30
2017-06-30,Peas & beans (Pulses),Punjab,Rabi,6699,1212,1363140,210,25
2017-07-31,Peas & beans (Pulses),Punjab,Rabi,3795,2930,1309475,218,30
2017-08-31,Peas & beans (Pulses),Punjab,Rabi,7129,2631,657407,298,28
2017-09-30,Peas & beans (Pulses),Punjab,Rabi,7727,1198,905667,34,36
2017-10-31,Peas & beans (Pulses),Punjab,Rabi,5124,3942,1045861,11,28
2017-11-30,Peas & beans (Pulses),Punjab,Rabi,7745,1053,1737067,46,27
2017-12-31,Peas & beans (Pulses),Punjab,Rabi,5386,539,1146235,5,7
2018-01-31,Peas & beans (Pulses),Punjab,Rabi,7867,769,1396877,23,11
2018-02-28,Peas & beans (Pulses),Punjab,Rabi,4788,4287,1125575,27,13
2018-03-31,Peas & beans (Pulses),Punjab,Rabi,7367,841,1273402,45,27
2018-04-30,Peas & beans (Pulses),Punjab,Rabi,2798,4860,2828258,25,29
2018-05-31,Peas & beans (Pulses),Punjab,Rabi,3442,7244,2126428,43,37
2018-06-30,Peas & beans (Pulses),Punjab,Rabi,7831,2849,522312,231,31
2018-07-31,Peas & beans (Pulses),Punjab,Rabi,3926,4196,595851,206,29
2018-08-31,Peas & beans (Pulses),Punjab,Rabi,5142,533,790120,158,34
2018-09-30,Peas & beans (Pulses),Punjab,Rabi,3764,982,1409393,0,33
2018-10-31,Peas & beans (Pulses),Punjab,Rabi,5097,2469,957177,2,31
2018-11-30,Peas & beans (Pulses),Punjab,Rabi,5509,2875,859134,19,33
2018-12-31,Peas & beans (Pulses),Punjab,Rabi,7824,457,1604707,5,5
2019-01-31,Peas & beans (Pulses),Punjab,Rabi,6923,3319,845431,13,5
2019-02-28,Peas & beans (Pulses),Punjab,Rabi,5909,1523,1740038,24,7
2019-03-31,Peas & beans (Pulses),Punjab,Rabi,5080,3772,980050,14,39
2019-04-30,Peas & beans (Pulses),Punjab,Rabi,3230,4576,2659735,23,36
2019-05-31,Peas & beans (Pulses),Punjab,Rabi,1505,6466,3719899,4,29
2019-06-30,Peas & beans (Pulses),Punjab,Rabi,3592,4389,1062589,170,29
2019-07-31,Peas & beans (Pulses),Punjab,Rabi,7968,2161,1479840,298,28
2019-08-31,Peas & beans (Pulses),Punjab,Rabi,6180,2739,1898534,284,25
2019-09-30,Peas & beans (Pulses),Punjab,Rabi,7779,4158,974041,24,33
2019-10-31,Peas & beans (Pulses),Punjab,Rabi,5150,3968,1482555,47,37
2019-11-30,Peas & beans (Pulses),Punjab,Rabi,4095,2553,1945830,18,35
2019-12-31,Peas & beans (Pulses),Punjab,Rabi,6658,3251,1982769,2,13
2020-01-31,Peas & beans (Pulses),Punjab,Rabi,4547,2363,712262,22,14
2020-02-29,Peas & beans (Pulses),Punjab,Rabi,3898,242,1540800,7,10
2020-03-31,Peas & beans (Pulses),Punjab,Rabi,5524,3113,935982,17,27
2020-04-30,Peas & beans (Pulses),Punjab,Rabi,3436,6444,3652699,21,35
2020-05-31,Peas & beans (Pulses),Punjab,Rabi,2834,4048,2180537,6,38
2020-06-30,Peas & beans (Pulses),Punjab,Rabi,4648,3813,1274893,255,26
2020-07-31,Peas & beans (Pulses),Punjab,Rabi,4424,1412,1436723,257,33
2020-08-31,Peas & beans (Pulses),Punjab,Rabi,5746,1369,1735527,251,26
2020-09-30,Peas & beans (Pulses),Punjab,Rabi,4092,141,1986575,13,30
2020-10-31,Peas & beans (Pulses),Punjab,Rabi,3011,3103,1146876,0,26
2020-11-30,Peas & beans (Pulses),Punjab,Rabi,7804,2082,854604,19,30
2020-12-31,Peas & beans (Pulses),Punjab,Rabi,5948,408,1962318,1,11
2021-01-31,Peas & beans (Pulses),Punjab,Rabi,7118,3220,609164,17,9
2021-02-28,Peas & beans (Pulses),Punjab,Rabi,6490,4710,1797122,6,7
2021-03-31,Peas & beans (Pulses),Punjab,Rabi,4505,968,1233939,20,34
2021-04-30,Peas & beans (Pulses),Punjab,Rabi,2420,8234,2040540,31,26
2021-05-31,Peas & beans (Pulses),Punjab,Rabi,3058,5060,2055283,14,28
2021-06-30,Peas & beans (Pulses),Punjab,Rabi,4119,1529,1376360,273,33
2021-07-31,Peas & beans (Pulses),Punjab,Rabi,7522,4985,1882692,179,34
2021-08-31,Peas & beans (Pulses),Punjab,Rabi,5054,3485,1341457,273,31
2021-09-30,Peas & beans (Pulses),Punjab,Rabi,5297,4337,1262842,46,25
2021-10-31,Peas & beans (Pulses),Punjab,Rabi,7730,2518,1459209,24,26
2021-11-30,Peas & beans (Pulses),Punjab,Rabi,4685,1584,839112,19,39
2021-12-31,Peas & beans (Pulses),Punjab,Rabi,3580,4131,573967,2,7
2022-01-31,Peas & beans (Pulses),Punjab,Rabi,5701,4854,1792675,4,8
2022-02-28,Peas & beans (Pulses),Punjab,Rabi,3667,1610,770340,17,5
2022-03-31,Peas & beans (Pulses),Punjab,Rabi,5019,234,1768702,33,37
2022-04-30,Peas & beans (Pulses),Punjab,Rabi,2264,6165,3140287,46,30
2022-05-31,Peas & beans (Pulses),Punjab,Rabi,2019,4742,2444658,2,31
2022-06-30,Peas & beans (Pulses),Punjab,Rabi,5233,3657,1796098,175,29
2022-07-31,Peas & beans (Pulses),Punjab,Rabi,6355,3290,1680993,202,32
2022-08-31,Peas & beans (Pulses),Punjab,Rabi,3296,1413,822949,187,34
2022-09-30,Peas & beans (Pulses),Punjab,Rabi,3275,411,1337198,12,25
2022-10-31,Peas & beans (Pulses),Punjab,Rabi,4907,148,1765296,13,26
2022-11-30,Peas & beans (Pulses),Punjab,Rabi,7248,1075,1237325,21,27
2022-12-31,Peas & beans (Pulses),Punjab,Rabi,3372,4032,1138724,16,9
2023-01-31,Peas & beans (Pulses),Punjab,Rabi,6126,4427,585117,11,13
2023-02-28,Peas & beans (Pulses),Punjab,Rabi,3471,3074,1984314,9,7
2023-03-31,Peas & beans (Pulses),Punjab,Rabi,7394,3116,1511578,47,38
2023-04-30,Peas & beans (Pulses),Punjab,Rabi,1683,6844,3129084,39,36
2023-05-31,Peas & beans (Pulses),Punjab,Rabi,3280,8645,3195399,25,35
2023-06-30,Peas & beans (Pulses),Punjab,Rabi,3547,1777,738061,189,27
2023-07-31,Peas & beans (Pulses),Punjab,Rabi,3880,1572,770344,198,29
2023-08-31,Peas & beans (Pulses),Punjab,Rabi,7264,3335,533078,262,28
2023-09-30,Peas & beans (Pulses),Punjab,Rabi,5595,3020,1991844,18,32
2023-10-31,Peas & beans (Pulses),Punjab,Rabi,5801,3806,1400122,45,30
2023-11-30,Peas & beans (Pulses),Punjab,Rabi,6630,183,566814,4,37
2023-12-31,Peas & beans (Pulses),Punjab,Rabi,6212,3193,724725,13,10
2015-01-31,Peas & beans (Pulses),Haryana,Rabi,5383,1271,1838984,13,8
2015-02-28,Peas & beans (Pulses),Haryana,Rabi,7652,232,697462,26,13
2015-03-31,Peas & beans (Pulses),Haryana,Rabi,4703,3502,1875051,43,38
2015-04-30,Peas & beans (Pulses),Haryana,Rabi,3041,8944,3001607,4,31
2015-05-31,Peas & beans (Pulses),Haryana,Rabi,2615,7468,3548338,39,27
2015-06-30,Peas & beans (Pulses),Haryana,Rabi,5703,3432,1398333,216,32
2015-07-31,Peas & beans (Pulses),Haryana,Rabi,5761,4081,853391,211,27
2015-08-31,Peas & beans (Pulses),Haryana,Rabi,5084,4130,717600,202,29
2015-09-30,Peas & beans (Pulses),Haryana,Rabi,7106,4502,792558,1,37
2015-10-31,Peas & beans (Pulses),Haryana,Rabi,7160,4057,842389,25,35
2015-11-30,Peas & beans (Pulses),Haryana,Rabi,7477,2169,1277878,33,28
2015-12-31,Peas & beans (Pulses),Haryana,Rabi,6986,4873,1638968,12,6
2016-01-31,Peas & beans (Pulses),Haryana,Rabi,5549,2062,1077823,10,7
2016-02-29,Peas & beans (Pulses),Haryana,Rabi,6702,2111,1190425,25,8
2016-03-31,Peas & beans (Pulses),Haryana,Rabi,3905,4989,727088,10,31
2016-04-30,Peas & beans (Pulses),Haryana,Rabi,1882,4591,3335986,23,32
2016-05-31,Peas & beans (Pulses),Haryana,Rabi,1243,4382,2981917,29,39
2016-06-30,Peas & beans (Pulses),Haryana,Rabi,6431,4129,1070944,185,30
2016-07-31,Peas & beans (Pulses),Haryana,Rabi,6541,1480,1580745,222,30
2016-08-31,Peas & beans (Pulses),Haryana,Rabi,4554,3493,1904475,178,29
2016-09-30,Peas & beans (Pulses),Haryana,Rabi,4873,420,746752,38,31
2016-10-31,Peas & beans (Pulses),Haryana,Rabi,4274,315,795720,25,36
2016-11-30,Peas & beans (Pulses),Haryana,Rabi,5919,4367,784801,35,36
2016-12-31,Peas & beans (Pulses),Haryana,Rabi,4815,3226,1970560,14,12
2017-01-31,Peas & beans (Pulses),Haryana,Rabi,6177,4644,1898932,0,9
2017-02-28,Peas & beans (Pulses),Haryana,Rabi,6699,563,1090485,9,13
2017-03-31,Peas & beans (Pulses),Haryana,Rabi,3965,4125,1025571,42,38
2017-04-30,Peas & beans (Pulses),Haryana,Rabi,2969,6664,3402517,14,29
2017-05-31,Peas & beans (Pulses),Haryana,Rabi,2463,7744,2796167,5,30
2017-06-30,Peas & beans (Pulses),Haryana,Rabi,5102,1733,1715863,179,33
2017-07-31,Peas & beans (Pulses),Haryana,Rabi,5876,1111,946468,289,33
2017-08-31,Peas & beans (Pulses),Haryana,Rabi,6766,4887,1655562,259,33
2017-09-30,Peas & beans (Pulses),Haryana,Rabi,3853,992,1582960,22,26
2017-10-31,Peas & beans (Pulses),Haryana,Rabi,4593,4683,1294152,5,35
2017-11-30,Peas & beans (Pulses),Haryana,Rabi,5106,3445,1622823,40,33
2017-12-31,Peas & beans (Pulses),Haryana,Rabi,3741,4930,540878,24,14
2018-01-31,Peas & beans (Pulses),Haryana,Rabi,6512,618,1555082,29,14
2018-02-28,Peas & beans (Pulses),Haryana,Rabi,3480,2467,1350276,3,9
2018-03-31,Peas & beans (Pulses),Haryana,Rabi,5833,3875,917002,41,31
2018-04-30,Peas & beans (Pulses),Haryana,Rabi,2985,7387,3391261,14,38
2018-05-31,Peas & beans (Pulses),Haryana,Rabi,1662,4689,2348983,6,37
2018-06-30,Peas & beans (Pulses),Haryana,Rabi,6339,2998,1170331,278,28
2018-07-31,Peas & beans (Pulses),Haryana,Rabi,6128,2888,803376,159,27
2018-08-31,Peas & beans (Pulses),Haryana,Rabi,3917,3112,652253,267,29
2018-09-30,Peas & beans (Pulses),Haryana,Rabi,7188,2413,1683785,2,25
2018-10-31,Peas & beans (Pulses),Haryana,Rabi,5850,4666,839865,28,26
2018-11-30,Peas & beans (Pulses),Haryana,Rabi,7396,2130,1151453,23,39
2018-12-31,Peas & beans (Pulses),Haryana,Rabi,5885,707,946675,2,6
2019-01-31,Peas & beans (Pulses),Haryana,Rabi,5045,3313,1864148,28,6
2019-02-28,Peas & beans (Pulses),Haryana,Rabi,4489,3618,1538869,24,7
2019-03-31,Peas & beans (Pulses),Haryana,Rabi,5448,1239,1404901,15,39
2019-04-30,Peas & beans (Pulses),Haryana,Rabi,3264,8662,2192947,46,37
2019-05-31,Peas & beans (Pulses),Haryana,Rabi,2136,4750,2863253,15,37
2019-06-30,Peas & beans (Pulses),Haryana,Rabi,5927,1807,933098,158,27
2019-07-31,Peas & beans (Pulses),Haryana,Rabi,5305,419,1900801,259,33
2019-08-31,Peas & beans (Pulses),Haryana,Rabi,4429,168,1573647,245,26
2019-09-30,Peas & beans (Pulses),Haryana,Rabi,4134,2871,1354417,26,39
2019-10-31,Peas & beans (Pulses),Haryana,Rabi,7903,1498,1151443,37,33
2019-11-30,Peas & beans (Pulses),Haryana,Rabi,3493,3213,752857,21,30
2019-12-31,Peas & beans (Pulses),Haryana,Rabi,3641,2887,1759513,18,6
2020-01-31,Peas & beans (Pulses),Haryana,Rabi,5149,954,810218,2,8
2020-02-29,Peas & beans (Pulses),Haryana,Rabi,6674,2361,1779912,26,12
2020-03-31,Peas & beans (Pulses),Haryana,Rabi,3715,2263,1526596,30,30
2020-04-30,Peas & beans (Pulses),Haryana,Rabi,2752,5881,2959541,42,27
2020-05-31,Peas & beans (Pulses),Haryana,Rabi,2591,8343,3225019,44,27
2020-06-30,Peas & beans (Pulses),Haryana,Rabi,4584,4681,982446,293,34
2020-07-31,Peas & beans (Pulses),Haryana,Rabi,6893,2760,1852972,254,30
2020-08-31,Peas & beans (Pulses),Haryana,Rabi,5231,1549,1348712,154,29
2020-09-30,Peas & beans (Pulses),Haryana,Rabi,6373,1066,1771775,49,27
2020-10-31,Peas & beans (Pulses),Haryana,Rabi,5629,1483,742714,9,35
2020-11-30,Peas & beans (Pulses),Haryana,Rabi,6609,2591,1267734,2,25
2020-12-31,Peas & beans (Pulses),Haryana,Rabi,6139,337,786150,2,14
2021-01-31,Peas & beans (Pulses),Haryana,Rabi,3495,2354,1977630,19,8
2021-02-28,Peas & beans (Pulses),Haryana,Rabi,6879,1459,1212506,3,12
2021-03-31,Peas & beans (Pulses),Haryana,Rabi,6712,1014,1837887,47,31
2021-04-30,Peas & beans (Pulses),Haryana,Rabi,1244,8591,3393658,46,37
2021-05-31,Peas & beans (Pulses),Haryana,Rabi,1356,7485,3462429,47,31
2021-06-30,Peas & beans (Pulses),Haryana,Rabi,3400,302,976354,279,26
2021-07-31,Peas & beans (Pulses),Haryana,Rabi,5515,2489,716256,254,32
2021-08-31,Peas & beans (Pulses),Haryana,Rabi,7814,3917,547889,183,27
2021-09-30,Peas & beans (Pulses),Haryana,Rabi,7308,3287,1576526,27,33
2021-10-31,Peas & beans (Pulses),Haryana,Rabi,7147,2682,1848732,11,26
2021-11-30,Peas & beans (Pulses),Haryana,Rabi,3841,1587,1851450,20,37
2021-12-31,Peas & beans (Pulses),Haryana,Rabi,5923,2951,1375676,3,8
2022-01-31,Peas & beans (Pulses),Haryana,Rabi,7381,3936,1486503,11,8
2022-02-28,Peas & beans (Pulses),Haryana,Rabi,4329,3377,792511,26,12
2022-03-31,Peas & beans (Pulses),Haryana,Rabi,5438,2487,1243898,45,31
2022-04-30,Peas & beans (Pulses),Haryana,Rabi,1332,4660,3436300,39,26
2022-05-31,Peas & beans (Pulses),Haryana,Rabi,1812,6673,2559431,33,31
